Equipment_ID,Date,Maintenance_Type,Issue_Description,Target
Equipment_3,2023-05-12,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-01-31,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-04-02,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-03-07,Preventive Maintenance,Wear and Tear,Failure
Equipment_2,2023-04-08,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_3,2022-11-26,Scheduled Inspection,Vibration Issue,Failure
Equipment_1,2023-07-16,Scheduled Inspection,Vibration Issue,Failure
Equipment_3,2023-04-19,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2023-02-21,Corrective Maintenance,Wear and Tear,Failure
Equipment_1,2022-11-01,Corrective Maintenance,Vibration Issue,Failure
Equipment_1,2023-07-19,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2022-11-30,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_1,2023-02-20,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_2,2022-12-15,Scheduled Inspection,Wear and Tear,Failure
Equipment_2,2023-08-14,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2023-09-05,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-06-23,Preventive Maintenance,Sensor Failure,Failure
Equipment_3,2023-07-12,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2023-02-03,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-06-14,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_2,2023-06-14,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2023-07-10,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2023-01-10,Corrective Maintenance,Sensor Failure,Failure
Equipment_1,2023-05-10,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_2,2023-03-14,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-08-03,Scheduled Inspection,Wear and Tear,Failure
Equipment_2,2023-02-05,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_2,2023-03-12,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2023-01-08,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-07-23,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_1,2022-11-09,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_3,2023-07-14,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-01-03,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_3,2023-05-02,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2023-03-03,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-06-08,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2023-03-21,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-04-13,Preventive Maintenance,Wear and Tear,Failure
Equipment_2,2023-07-05,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-01-03,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_3,2023-04-06,Corrective Maintenance,Wear and Tear,Failure
Equipment_3,2022-10-28,Scheduled Inspection,Wear and Tear,Failure
Equipment_1,2023-05-05,Scheduled Inspection,Sensor Failure,Failure
Equipment_2,2023-06-16,Corrective Maintenance,Vibration Issue,Failure
Equipment_2,2023-09-21,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2023-07-27,Scheduled Inspection,Normal Maintenance,Failure
Equipment_2,2023-01-27,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2023-08-24,Preventive Maintenance,Sensor Failure,Failure
Equipment_2,2023-03-30,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-07-05,Scheduled Inspection,Normal Maintenance,Failure
Equipment_2,2023-07-05,Preventive Maintenance,Sensor Failure,Failure
Equipment_2,2022-12-15,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_2,2023-07-21,Scheduled Inspection,Vibration Issue,Failure
Equipment_3,2023-07-15,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-01-26,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_1,2022-11-25,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2023-03-02,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_3,2023-07-01,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-09-13,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_3,2023-01-17,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-04-16,Scheduled Inspection,Sensor Failure,Failure
Equipment_2,2023-05-07,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_1,2023-09-16,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_3,2023-08-05,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-02-25,Corrective Maintenance,Wear and Tear,Failure
Equipment_3,2023-06-12,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-09-22,Corrective Maintenance,Sensor Failure,Failure
Equipment_1,2023-04-20,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-05-07,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-08-30,Corrective Maintenance,Normal Maintenance,Failure
Equipment_2,2023-07-08,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_2,2023-05-05,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-04-29,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2022-10-27,Corrective Maintenance,Normal Maintenance,Failure
Equipment_3,2023-08-04,Scheduled Inspection,Normal Maintenance,Failure
Equipment_2,2023-04-24,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-08-24,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2023-04-26,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-03-19,Preventive Maintenance,Wear and Tear,Failure
Equipment_2,2022-12-10,Scheduled Inspection,Vibration Issue,Failure
Equipment_2,2023-06-07,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_2,2023-02-18,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_2,2023-10-11,Corrective Maintenance,Normal Maintenance,Failure
Equipment_1,2023-06-01,Preventive Maintenance,Sensor Failure,Failure
Equipment_2,2023-06-15,Preventive Maintenance,Wear and Tear,Failure
Equipment_1,2022-10-30,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-07-27,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2023-03-29,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_1,2023-05-13,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_2,2022-12-02,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-08-17,Scheduled Inspection,Vibration Issue,Failure
Equipment_3,2022-12-03,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2023-04-19,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-01-06,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-09-12,Corrective Maintenance,Vibration Issue,Failure
Equipment_2,2023-01-19,Corrective Maintenance,Vibration Issue,Failure
Equipment_3,2023-09-28,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-07-26,Scheduled Inspection,Wear and Tear,Failure
Equipment_1,2023-04-10,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_3,2022-10-25,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_2,2022-12-11,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2022-12-14,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2023-05-20,Scheduled Inspection,Vibration Issue,Failure
Equipment_1,2022-12-24,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-01-24,Corrective Maintenance,Normal Maintenance,Failure
Equipment_3,2023-08-24,Preventive Maintenance,Normal Maintenance,Failure
Equipment_2,2023-08-26,Scheduled Inspection,Vibration Issue,Failure
Equipment_1,2023-10-10,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2023-03-11,Scheduled Inspection,Normal Maintenance,Failure
Equipment_3,2022-11-11,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-01-20,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-02-14,Preventive Maintenance,Sensor Failure,Failure
Equipment_2,2023-05-12,Scheduled Inspection,Sensor Failure,Failure
Equipment_3,2023-05-21,Scheduled Inspection,Vibration Issue,Failure
Equipment_2,2022-11-12,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2023-04-04,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-04-07,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2022-11-25,Preventive Maintenance,Vibration Issue,Failure
Equipment_2,2023-01-07,Preventive Maintenance,Normal Maintenance,Failure
Equipment_1,2022-11-15,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-04-22,Preventive Maintenance,Wear and Tear,Failure
Equipment_2,2022-10-17,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-05-11,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-05-25,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2023-05-11,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_3,2022-11-08,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2023-05-15,Preventive Maintenance,Sensor Failure,Failure
Equipment_1,2023-05-31,Preventive Maintenance,Wear and Tear,Failure
Equipment_2,2023-03-24,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2023-06-24,Corrective Maintenance,Sensor Failure,Failure
Equipment_2,2023-04-14,Scheduled Inspection,Wear and Tear,Failure
Equipment_2,2022-12-16,Preventive Maintenance,Normal Maintenance,Failure
Equipment_2,2022-12-21,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-02-19,Preventive Maintenance,Sensor Failure,Failure
Equipment_3,2023-10-02,Corrective Maintenance,Sensor Failure,Failure
Equipment_1,2023-10-06,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_3,2022-11-14,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-05-17,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_3,2022-11-11,Scheduled Inspection,Normal Maintenance,Failure
Equipment_2,2023-01-06,Preventive Maintenance,Sensor Failure,Failure
Equipment_2,2023-07-22,Corrective Maintenance,Sensor Failure,Failure
Equipment_2,2022-12-22,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_3,2023-06-24,Scheduled Inspection,Wear and Tear,Failure
Equipment_2,2023-04-28,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-05-27,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-02-03,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-02-04,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-08-26,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_1,2023-10-16,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-08-26,Corrective Maintenance,Vibration Issue,Failure
Equipment_3,2022-10-24,Scheduled Inspection,Sensor Failure,Failure
Equipment_2,2023-03-07,Scheduled Inspection,Normal Maintenance,Failure
Equipment_2,2022-10-28,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2023-04-19,Corrective Maintenance,Vibration Issue,Failure
Equipment_1,2023-08-04,Scheduled Inspection,Vibration Issue,Failure
Equipment_2,2022-12-07,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_2,2023-08-25,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2023-07-18,Scheduled Inspection,Wear and Tear,Failure
Equipment_1,2022-12-28,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_2,2022-10-22,Scheduled Inspection,Sensor Failure,Failure
Equipment_3,2023-04-04,Scheduled Inspection,Vibration Issue,Failure
Equipment_1,2023-01-07,Preventive Maintenance,Wear and Tear,Failure
Equipment_2,2023-08-28,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_2,2023-08-14,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2023-04-17,Preventive Maintenance,Sensor Failure,Failure
Equipment_2,2022-11-21,Corrective Maintenance,Wear and Tear,Failure
Equipment_3,2023-06-15,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_2,2023-09-14,Scheduled Inspection,Sensor Failure,Failure
Equipment_2,2023-04-28,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-01-08,Corrective Maintenance,Vibration Issue,Failure
Equipment_1,2022-11-11,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-08-15,Scheduled Inspection,Sensor Failure,Failure
Equipment_2,2022-10-17,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2022-10-27,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-02-28,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2022-12-22,Corrective Maintenance,Normal Maintenance,Failure
Equipment_1,2023-01-13,Corrective Maintenance,Wear and Tear,Failure
Equipment_3,2023-04-07,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_1,2023-02-05,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_3,2022-11-19,Corrective Maintenance,Normal Maintenance,Failure
Equipment_3,2023-07-03,Preventive Maintenance,Sensor Failure,Failure
Equipment_3,2023-03-01,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-06-15,Corrective Maintenance,Vibration Issue,Failure
Equipment_1,2022-11-29,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-08-19,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_1,2023-08-24,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_1,2023-08-14,Corrective Maintenance,Normal Maintenance,Failure
Equipment_2,2023-07-20,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2023-03-26,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_2,2022-12-18,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2023-04-27,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_3,2022-12-14,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_2,2022-11-04,Preventive Maintenance,Wear and Tear,Failure
Equipment_1,2022-10-28,Scheduled Inspection,Normal Maintenance,Failure
Equipment_1,2023-02-22,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2022-12-10,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-02-03,Corrective Maintenance,Normal Maintenance,Failure
Equipment_3,2023-08-06,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-10-08,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2022-11-24,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-05-10,Preventive Maintenance,Sensor Failure,Failure
Equipment_2,2023-07-08,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2023-04-11,Corrective Maintenance,Sensor Failure,Failure
Equipment_1,2023-09-28,Preventive Maintenance,Normal Maintenance,Failure
Equipment_3,2023-04-21,Preventive Maintenance,Wear and Tear,Failure
Equipment_2,2023-08-16,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-03-14,Corrective Maintenance,Vibration Issue,Failure
Equipment_2,2023-02-08,Corrective Maintenance,Sensor Failure,Failure
Equipment_2,2023-07-19,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-03-05,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_3,2023-04-08,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-06-19,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_3,2022-12-15,Corrective Maintenance,Wear and Tear,Failure
Equipment_3,2023-04-28,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-04-29,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-09-13,Preventive Maintenance,Wear and Tear,Failure
Equipment_2,2023-04-08,Scheduled Inspection,Vibration Issue,Failure
Equipment_1,2023-01-15,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2023-03-21,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_2,2022-12-16,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_2,2022-10-22,Scheduled Inspection,Normal Maintenance,Failure
Equipment_3,2023-02-27,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-10-09,Preventive Maintenance,Normal Maintenance,Failure
Equipment_2,2023-10-03,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-02-10,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2022-10-17,Corrective Maintenance,Vibration Issue,Failure
Equipment_1,2022-12-11,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2023-03-16,Scheduled Inspection,Vibration Issue,Failure
Equipment_1,2023-09-14,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-02-15,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-05-31,Scheduled Inspection,Normal Maintenance,Failure
Equipment_3,2023-01-08,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-02-15,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_3,2023-05-28,Corrective Maintenance,Wear and Tear,Failure
Equipment_1,2023-04-12,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_1,2023-03-16,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-09-26,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_3,2022-12-11,Scheduled Inspection,Normal Maintenance,Failure
Equipment_3,2023-03-08,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2022-12-07,Corrective Maintenance,Wear and Tear,Failure
Equipment_1,2023-07-02,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2023-06-11,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-06-25,Corrective Maintenance,Sensor Failure,Failure
Equipment_1,2023-09-16,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-10-02,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_1,2022-10-17,Corrective Maintenance,Vibration Issue,Failure
Equipment_3,2023-09-05,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-08-09,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-08-14,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-09-15,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_2,2023-06-17,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2023-10-08,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2023-02-28,Preventive Maintenance,Normal Maintenance,Failure
Equipment_2,2023-06-04,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-04-19,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2023-07-05,Scheduled Inspection,Normal Maintenance,Failure
Equipment_3,2022-11-16,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_1,2023-02-15,Scheduled Inspection,Sensor Failure,Maintenance
